赤壁賦,西望夏口，東望武昌，山川相繆，鬱乎蒼蒼，此非,孟德之困於周郎,者乎？,指漢獻帝建安十三年（西元208年），周瑜在赤壁之戰中擊潰曹操大軍一事。,
赤壁賦,方其,破荊州、下江陵,，順流而東也，,指建安十三年曹操追擊劉備事。曹操先攻下荊州（今湖北襄陽），接著占領江陵（今湖北冮陵），然後沿長江東進。,
赤壁賦,此非孟德之困於周郎者乎？方其破荊州、,下,江陵，順流而東也，,攻占。,
赤壁賦,方其破荊州、下江陵，順流而東也，,舳艫千里,，旌旗蔽空，,戰船首尾相接，長達千里，形容船艦極多。,
赤壁賦,方其破荊州、下江陵，順流而東也，,舳艫,千里，旌旗蔽空，,音ㄓㄨˊㄌㄨˊ，借指船隻。,
赤壁賦,、下江陵，順流而東也，,舳,艫千里，旌旗蔽,船尾。,
赤壁賦,方其破荊州、下江陵，順流而東也，舳,艫,千里，旌旗蔽空，,船頭。,
赤壁賦,方其破荊州、下江陵，順流而東也，舳艫千里，,旌旗蔽空,，釃酒臨江，,形容軍容壯盛的樣子。,
赤壁賦,舳艫千里，旌旗蔽空，,釃,酒臨江，橫槊賦詩，固一世之雄也，,音ㄙ，斟ㄓㄣ酒。,
赤壁賦,，旌旗蔽空，釃酒臨江，,橫槊賦詩,，固一世之雄也，,橫執長矛吟詩。有能文能武、意氣自得之意。,
赤壁賦,，旌旗蔽空，釃酒臨江，橫,槊,賦詩，固一世之雄也，,音ㄕㄨㄛˋ，長矛。,
赤壁賦,，旌旗蔽空，釃酒臨江，橫槊,賦,詩，固一世之雄也，,吟誦。,
赤壁賦,，而今安在哉？況吾與子，,漁樵於江渚之上,，侶魚蝦而友麋鹿，,在江中捕魚，在沙洲砍柴。,
赤壁賦,？況吾與子，漁樵於江,渚,之上，侶魚蝦而友麋鹿，,ㄓㄨˇ，水中沙洲。,
赤壁賦,？況吾與子，漁樵於江渚之上，,侶魚蝦而友麋鹿,，駕一葉之扁舟，,與魚蝦相伴，和麋鹿為友。,
赤壁賦,漁樵於江渚之上，,侶,魚蝦而友麋鹿，,與友相同，皆作動詞用。,
赤壁賦,漁樵於江渚之上，侶魚蝦而,友,麋鹿，,皆作動詞用。,
赤壁賦,漁樵於江渚之上，侶魚蝦而友,麋,鹿，,音ㄇㄧˊ，獸名，與鹿同類而稍大。,
赤壁賦,，侶魚蝦而友麋鹿，駕一葉之,扁舟,，舉匏樽以相屬。,小船。,
赤壁賦,，侶魚蝦而友麋鹿，駕一葉之,扁,舟，舉匏樽以相屬。,音ㄆ一ㄢ，小。,
赤壁賦,，駕一葉之扁舟，舉,匏樽,以相屬。寄蜉蝣於天地，,音 ㄆㄠˊ ㄗㄨㄣ，葫蘆做成的酒器。,
赤壁賦,，駕一葉之扁舟，舉匏,樽,以相屬。寄蜉蝣於天地，,酒器。,
赤壁賦,，舉匏樽以相屬。,寄蜉蝣於天地,，渺滄海之一粟，,如蜉蝣寄居天地間般短暫。,
赤壁賦,舉匏樽以相屬。寄,蜉蝣,於天地，渺滄海之一粟，,音ㄈㄨˊㄧㄡˊ，昆蟲名，多近水而飛，生命不足一日，故常用以比喻人生短促。,
赤壁賦,。寄蜉蝣於天地，,渺滄海之一粟,，哀吾生之須臾，,如大海中一粒粟米般渺小。,
赤壁賦,。寄蜉蝣於天地，渺滄海之一,粟,，哀吾生之須臾，羨長江之無窮。,音ㄙㄨˋ，穀實的總稱。,
赤壁賦,寄蜉蝣於天地，渺,滄海,之一粟，哀吾生之須臾，羨長江之無窮。,大海。,
赤壁賦,寄蜉蝣於天地，渺滄海之一粟，哀吾生之,須臾,，羨長江之無窮。,短暫，臾，音ㄩˊ。,
赤壁賦,，哀吾生之須臾，羨長江之無窮。,挾飛仙以遨遊，抱明月而長終,。,與飛仙同遊，與明月長存，有長生不死之意。,
赤壁賦,，哀吾生之須臾，羨長江之無窮。,挾,飛仙以遨遊，抱明月而長終。,音ㄒㄧㄚˊ，本意為「夾在腋下」此處意指「偕同」。,
赤壁賦,。挾飛仙以遨遊，抱明月而,長終,。知不可乎驟得，,長存。,
赤壁賦,知不可乎,驟,得，托遺響於悲風。,迅速，此指輕易。,
赤壁賦,知不可乎驟得，托,遺響,於悲風。,指洞簫之餘音。,
赤壁賦,蘇子曰：客亦知夫水與月乎？,逝者如斯，而未嘗往也,；,江水不斷流逝，但江的本體實未曾消逝。,
赤壁賦,。蘇子曰：客亦知夫水與月乎？逝者如,斯,，而未嘗往也；,此，指江水。,
赤壁賦,蘇子曰：客亦知夫水與月乎？逝者如斯，而未嘗,往,也；,去，指逝去。,
赤壁賦,,盈虛者如彼，而卒莫消長也,。蓋將自其變者而觀之，,月亮雖有圓缺，但月的本體終究不曾增減。,
赤壁賦,盈虛者如,彼,，而卒莫消長也。蓋將自其變者而觀之，,那、那個，指月亮。,
赤壁賦,盈虛者如彼，而,卒,莫消長也。蓋將自其變者而觀之，,終究。,
赤壁賦,蓋將自其變者而觀之，則,天地曾不能以一瞬,；,意謂天地間事物竟然沒有一刻不在變化。,
赤壁賦,蓋將自其變者而觀之，則天地,曾,不能以一瞬；,竟。,
赤壁賦,蓋將自其變者而觀之，則天地曾不能以,一瞬,；,眨眼之間，比喻極短暫的時間。,
赤壁賦,取之無禁、用之不竭，是,造物者,之無盡藏也，而吾與子之所共適。,指大自然。,
赤壁賦,取之無禁、用之不竭，是造物者之,無盡藏,也，而吾與子之所共適。,無窮無盡的寶藏。,
赤壁賦,取之無禁、用之不竭，是造物者之無盡藏也，而吾與子之所共,適,。,快意、歡樂，此為享受之意。,
赤壁賦,客喜而笑，,洗盞更酌,，肴核既盡，杯盤狼藉，相與枕藉乎舟中，,洗淨酒杯，重新斟酒。,
赤壁賦,客喜而笑，洗,盞,更酌，肴核既盡，杯盤狼藉，,音ㄓㄢˇ，小杯。,
赤壁賦,客喜而笑，洗盞,更,酌，肴核既盡，杯盤狼藉，相與枕藉乎舟中，,音ㄍㄥ，重新。,
赤壁賦,客喜而笑，洗盞更酌，肴核既盡，杯盤,狼藉,，相與枕藉乎舟中，,散亂的樣子。,
赤壁賦,客喜而笑，洗盞更酌，肴核既盡，杯盤狼,藉,，相與枕藉乎舟中，,音ㄐㄧˊ。,
赤壁賦,客喜而笑，洗盞更酌，肴核既盡，杯盤狼藉，,相與枕藉,乎舟中，,意謂交錯相枕而臥。,
赤壁賦,，洗盞更酌，肴核既盡，杯盤狼藉，相與,枕,藉乎舟中，不知,音ㄓㄣˋ，動詞，以物墊頭。,
赤壁賦,，洗盞更酌，肴核既盡，杯盤狼,藉,，相與枕藉乎舟,音ㄐㄧㄝˋ，以物襯墊。,
赤壁賦,，杯盤狼藉，相與枕藉乎舟中，不知,東方之既白,。,東方已白，指天亮。,
